mjd	mag_val	mag_band
60797.058118125	22.92	r
60799.133273125	23.36	r
60799.12729211806	23.48	r
60795.073216122684	22.78	r
60797.07465011574	23.00	r
60797.057638125	22.92	r
60793.18501511574	22.74	r
60799.084988125	23.61	r
60798.084898125	23.09	r
60798.08042711805	23.23	r
60797.08003711805	23.02	r
60795.06925612268	22.73	r
60793.187518125	22.76	r
60797.08450612269	23.13	r
60797.07369011574	22.88	r
60797.083450115744	23.05	r
60799.11461511574	23.50	r
60799.094821122686	23.45	r
60798.06183612269	22.96	r
60793.192002118056	22.86	r
60799.107752118056	23.67	r
60795.070718125	22.57	r
60797.066352118054	22.93	r
60798.04419912037	22.98	r
60799.09134112269	23.62	r
60798.04320011574	22.91	r
60799.110643125	23.69	r
60798.090702118054	23.22	r
60798.09118011574	23.26	r
60799.11996711806	23.45	r
60799.08549511574	23.60	r
60799.13474112268	23.56	r
60798.076498125	23.10	r
60798.066211122685	23.08	r
60799.08794612269	23.51	r
60798.074073125	23.28	r
60795.071727118055	22.84	r
60798.05696711806	23.05	r
60799.13082612269	23.57	r
60798.06329711805	23.20	r
60798.09951011574	23.49	r
60797.07955912037	22.93	r
60798.077978125	23.42	r
60797.056673125	23.07	r
60790.117312118055	22.40	r
60799.122415115744	23.39	r
60797.08248211806	23.07	r
60798.050033125	23.06	r
60797.07321011574	23.05	r
60795.03404011574	22.56	r
60798.07505011574	23.23	r
60799.09434112268	23.50	r
60793.19100612269	23.00	r
60799.10628211805	23.75	r
60799.12387412037	23.47	r
60798.05645011574	23.17	r
60797.06936612268	22.96	r
60797.06734511574	23.01	r
60799.09988112268	23.48	r
60798.05151511574	22.95	r
60799.088911122686	23.35	r
60799.09235612269	23.68	r
60797.07513612269	23.03	r
60798.045648125	23.07	r
60795.06824412037	22.65	r
60795.10168912037	22.95	r
60790.12139612268	22.27	r
60798.05793711806	23.20	r
60799.083994120374	23.45	r
60799.09583412037	23.86	r
60798.04270511574	22.87	r
60798.058897118055	23.26	r
60798.07020511574	23.39	r
60797.06538412037	22.98	r
60797.05911912037	23.10	r
60798.06572711805	23.34	r
60790.122444120374	22.33	r
60799.126801122686	23.32	r
60799.121921122685	23.49	r
60798.082378125	23.45	r
60798.09652912037	23.60	r
60797.071286122686	23.09	r
60799.11207711806	23.67	r
60795.036498125	22.55	r
60798.088756122685	23.36	r
60798.04046211806	23.07	r
60798.052971122685	22.99	r
60798.05248511574	22.82	r
60799.128357118054	23.36	r
60793.18356711805	23.01	r
60799.11512112268	23.73	r
60795.03110912037	22.61	r
60797.07272412037	23.08	r
60795.03160112268	22.55	r
60799.097303125	23.40	r
60798.04712912037	22.93	r
60797.06491112269	22.94	r
60795.07269912037	22.67	r
60799.092837118056	23.62	r
60799.11948612268	23.36	r
60799.11111612269	23.64	r
60793.19449112268	22.90	r
60799.101367118055	23.79	r
60798.07601711806	23.33	r
60798.083352118054	23.30	r
60790.123981122684	22.24	r
60798.09508612269	23.56	r
60798.04859211806	23.00	r
60795.067728125	22.70	r
60798.06377912037	23.24	r
60799.10237511574	23.43	r
60798.06914011574	23.10	r
60799.13426112269	23.38	r
60799.105318125	23.58	r
60798.08972711806	23.32	r
60797.081013125	23.00	r
60798.06716912037	22.93	r
60795.070231122685	22.77	r
60795.03502011574	22.55	r
60799.09779112269	23.58	r
60798.085868125	23.52	r
