mjd	mag_val	mag_band
60793.13608711806	24.39	g
60793.13754011574	24.15	g
60797.10417612269	24.46	g
60797.12900011574	24.30	g
60793.14144412037	24.27	g
60793.138516122686	24.37	g
60797.121188125	24.47	g
60797.03111412037	23.75	i
60797.03754511574	23.73	i
60797.03657412037	23.68	i
60799.02995011574	23.44	i
60797.02380711806	23.57	i
60797.045823125	23.71	i
60795.09771412037	24.08	r
60797.08052511574	24.23	r
60795.070718125	24.05	r
60797.06685912037	24.10	r
60799.083994120374	24.07	r
60797.07562112268	24.06	r
60797.067821122684	24.07	r
60799.088911122686	23.82	r
60797.05619711806	24.07	r
60797.07176211805	24.17	r
60793.19250711805	23.81	r
60797.06538412037	24.13	r
60797.07080112268	24.13	r
60795.03160112268	24.03	r
60797.07808211805	23.93	r
60797.061048125	24.22	r
60797.062983125	24.02	r
60795.10219412037	23.44	r
60797.05959511574	23.94	r
60795.092543125	24.13	r
60799.10289011574	23.79	r
60799.13816011574	23.79	r
60797.06346412037	24.20	r
60797.07416412037	24.12	r
60797.07513612269	24.22	r
60799.107752118056	23.92	r
60793.18551112268	23.95	r
60799.11512112268	23.99	r
60797.08152011574	24.11	r
60799.101367118055	23.92	r
