mjd	mag	rmsmag	band
60798.06668425926	22.799	0.111	r
60798.067683657406	23.229	0.177	r
60798.069139756946	23.056	0.146	r
60798.07020495371	23.025	0.168	r
60798.071650659724	23.298	0.163	r
60798.07261826389	23.166	0.174	r
60798.074073055555	23.074	0.148	r
60798.07649835648	23.004	0.137	r
60798.07746606482	23.066	0.149	r
60798.07893686343	23.107	0.142	r
60798.07993525463	23.348	0.178	r
60798.080912060184	23.049	0.117	r
60798.08139925926	23.407	0.164	r
60798.08237775463	23.053	0.141	r
60798.08383525463	23.303	0.159	r
60798.08489805555	23.122	0.132	r
60798.08634686343	23.288	0.161	r
60798.08730986111	23.299	0.161	r
60798.088755763885	23.532	0.2	r
60798.08972686343	23.428	0.169	r
60798.09359525463	23.424	0.173	r
60798.09556436342	23.529	0.209	r
60798.09700356481	23.308	0.182	r
60798.09844565972	23.39	0.183	r
60798.110360659724	23.615	0.175	g
60798.11134025463	24.018	0.21	g
60798.114749953704	23.916	0.217	g
60798.115237453705	23.711	0.167	g
60798.12016445602	23.93	0.191	g
60798.12259716435	23.517	0.141	g
60798.12604275463	23.774	0.198	g
60798.12850046296	24.004	0.203	g
60798.12946826389	23.687	0.156	g
60798.12996216435	23.971	0.197	g
60798.13093535879	23.574	0.141	g
60798.13240675926	23.735	0.162	g
60798.13347206019	23.746	0.181	g
60798.134933263886	23.719	0.171	g
60799.02898076389	22.84	0.127	i
60799.02994986111	22.687	0.111	i
60799.03143986111	22.66	0.124	i
60799.0324090625	22.683	0.126	i
60799.03388516204	22.949	0.138	i
60799.03488716435	23.066	0.133	i
60799.03588645833	22.787	0.125	i
60799.0363765625	22.776	0.109	i
60799.037353761574	23.03	0.157	i
60799.03884606482	23.107	0.188	i
60799.083993657405	23.72	0.185	r
60799.085495162035	23.746	0.188	r
60799.090375659725	23.526	0.186	r
60799.091341354164	23.796	0.189	r
60799.092836655094	23.464	0.153	r
60799.09383925926	23.604	0.175	r
60799.09779126157	23.47	0.145	r
60799.098870856484	23.336	0.146	r
60799.100400358795	23.444	0.169	r
60799.101367256946	23.189	0.119	r
60799.102889664355	23.364	0.149	r
60799.103849259256	23.365	0.154	r
60799.106282256944	23.262	0.124	r
60799.10775186343	23.349	0.145	r
60799.10871606482	23.362	0.137	r
60799.10968055556	23.098	0.103	r
60799.110164363425	23.419	0.129	r
60799.11111615741	23.186	0.104	r
60799.11254835648	23.149	0.107	r
60799.11361826389	23.235	0.129	r
60799.11512106482	23.31	0.125	r
60799.116083657405	23.283	0.13	r
60799.117556655096	23.069	0.108	r
60799.118527453706	23.048	0.11	r
60799.11996665509	23.014	0.092	r
60799.120927662036	23.094	0.089	r
60799.12339356481	23.247	0.1	r
60799.12434456019	23.227	0.124	r
60799.12485115741	23.143	0.1	r
60799.125807662036	23.118	0.115	r
60799.127292164354	23.066	0.112	r
60799.12835706019	22.892	0.089	r
60799.12986915509	22.983	0.094	r
60799.130825555556	23.089	0.101	r
60799.13231626157	22.977	0.091	r
60799.13327326389	22.987	0.093	r
60799.13474085648	23.041	0.092	r
60799.13571986111	23.024	0.086	r
60799.13719736111	23.077	0.092	r
60799.14335815972	23.551	0.147	g
60799.14432076389	23.577	0.128	g
60799.14579055556	23.257	0.098	g
60799.14676686343	23.5	0.114	g
60799.148215960646	23.855	0.148	g
60799.14917466435	23.482	0.1	g
60799.150643761575	23.472	0.094	g
60799.151614664355	23.466	0.102	g
60799.15313716435	23.425	0.085	g
